NBA Team,Position,Player Name,Country,State,Sales,Target,Percentage
Oklahoma City Thunder,Point Guard,Russell Westbrook,USA,SD,"$1,698,501","$1,948,550",87%
Oklahoma City Thunder,Point Guard,Russell Westbrook,USA,TN,"$4,494,077","$5,447,481",82%
Oklahoma City Thunder,Point Guard,Russell Westbrook,USA,TX,"$1,255,214","$3,620,253",35%
Oklahoma City Thunder,Point Guard,Russell Westbrook,USA,UT,"$515,707","$1,766,526",29%
Oklahoma City Thunder,Point Guard,Russell Westbrook,USA,VT,"$3,565,042","$5,244,107",68%
Oklahoma City Thunder,Point Guard,Russell Westbrook,USA,VA,"$1,317,102","$1,730,251",76%
Oklahoma City Thunder,Point Guard,Russell Westbrook,USA,WA,"$2,390,255","$2,904,454",82%
Oklahoma City Thunder,Point Guard,Russell Westbrook,USA,WV,"$1,549,465","$2,508,812",62%
Oklahoma City Thunder,Point Guard,Russell Westbrook,USA,WI,"$2,173,788","$2,452,770",89%
Oklahoma City Thunder,Point Guard,Russell Westbrook,USA,WY,"$2,727,932","$2,740,827",100%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,AL,"$2,276,954","$3,111,806",73%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,AK,"$830,228","$1,185,883",70%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,AZ,"$1,053,362","$2,136,522",49%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,AR,"$422,967","$2,407,783",18%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,CA,"$1,900,383","$4,074,260",47%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,CO,"$1,086,124","$3,286,415",33%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,CT,"$1,441,400","$3,295,960",44%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,DE,"$812,869","$2,962,615",27%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,FL,"$1,500,283","$2,341,119",64%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,GA,"$1,071,981","$1,814,732",59%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,HI,"$399,129","$1,956,520",20%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,ID,"$844,577","$3,099,889",27%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,IL,"$1,047,225","$1,876,687",56%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,IN,"$648,267","$950,037",68%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,IA,"$2,459,061","$3,350,288",73%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,KS,"$1,847,241","$2,070,672",89%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,KY,"$1,167,874","$1,913,404",61%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,LA,"$1,077,339","$1,894,679",57%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,ME,"$1,330,319","$1,663,477",80%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,MD,"$1,912,550","$2,107,068",91%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,MA,"$2,105,653","$4,197,625",50%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,MI,"$424,948","$1,611,443",26%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,MN,"$1,090,383","$1,856,308",59%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,MS,"$880,703","$1,933,578",46%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,MO,"$1,756,041","$1,956,601",90%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,MT,"$575,030","$1,721,694",33%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,NE,"$311,783","$661,492",47%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,NV,"$912,241","$2,425,651",38%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,NH,"$887,951","$916,776",97%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,NJ,"$1,711,848","$2,915,739",59%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,NM,"$2,210,666","$4,342,168",51%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,NY,"$1,693,407","$3,609,688",47%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,NC,"$1,984,212","$3,371,397",59%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,ND,"$1,749,243","$3,809,672",46%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,OH,"$291,691","$1,336,586",22%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,OK,"$1,551,913","$3,334,644",47%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,OR,"$1,344,829","$1,463,441",92%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,PA,"$777,779","$1,307,006",60%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,RI,"$1,874,951","$4,327,232",43%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,SC,"$836,404","$2,594,042",32%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,SD,"$1,698,384","$3,018,349",56%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,TN,"$601,689","$2,898,014",21%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,TX,"$2,487,246","$4,775,204",52%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,UT,"$2,491,791","$2,651,490",94%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,VT,"$1,221,374","$3,711,524",33%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,VA,"$2,050,188","$3,885,828",53%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,WA,"$2,251,260","$3,443,878",65%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,WV,"$1,511,421","$1,739,333",87%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,WI,"$1,452,682","$1,784,385",81%
Los Angeles Lakers,Shooting Guard,Kobe Bryant,USA,WY,"$2,160,767","$4,529,847",48%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,AL,"$1,356,097","$2,493,790",54%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,AK,"$3,470,547","$4,952,201",70%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,AZ,"$2,991,399","$3,819,360",78%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,AR,"$4,406,469","$5,369,322",82%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,CA,"$4,026,560","$5,606,305",72%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,CO,"$3,390,347","$4,272,053",79%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,CT,"$4,784,669","$5,488,138",87%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,DE,"$759,973","$1,123,886",68%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,FL,"$4,487,235","$4,597,344",98%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,GA,"$1,759,743","$3,250,405",54%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,HI,"$4,167,404","$6,607,031",63%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,ID,"$1,372,629","$2,254,513",61%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,IL,"$2,077,312","$3,022,475",69%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,IN,"$1,454,728","$3,036,035",48%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,IA,"$3,955,646","$5,390,826",73%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,KS,"$1,726,175","$3,727,937",46%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,KY,"$2,415,658","$3,688,150",65%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,LA,"$598,647","$1,517,200",39%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,ME,"$997,941","$2,368,896",42%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,MD,"$4,956,141","$7,261,563",68%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,MA,"$4,131,161","$6,434,730",64%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,MI,"$4,354,836","$5,899,967",74%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,MN,"$2,247,421","$2,690,096",84%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,MS,"$861,528","$1,050,048",82%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,MO,"$4,321,046","$6,601,888",65%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,MT,"$3,912,147","$5,595,518",70%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,NE,"$550,747","$2,431,990",23%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,NV,"$676,578","$743,868",91%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,NH,"$4,754,291","$6,826,114",70%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,NJ,"$967,915","$1,814,041",53%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,NM,"$4,596,135","$6,912,973",66%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,NY,"$3,116,873","$4,249,127",73%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,NC,"$2,633,779","$2,772,707",95%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,ND,"$1,382,259","$2,897,181",48%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,OH,"$1,489,018","$3,467,512",43%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,OK,"$2,001,399","$2,315,357",86%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,OR,"$774,860","$2,055,470",38%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,PA,"$705,214","$2,523,362",28%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,RI,"$3,226,325","$4,232,524",76%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,SC,"$2,982,944","$3,610,616",83%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,SD,"$2,668,171","$3,310,711",81%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,TN,"$2,556,521","$3,783,874",68%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,TX,"$1,467,358","$2,908,707",50%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,UT,"$3,405,485","$3,783,429",90%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,VT,"$3,709,753","$5,570,562",67%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,VA,"$1,216,773","$1,698,642",72%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,WA,"$4,971,005","$7,392,391",67%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,WV,"$3,382,366","$4,707,623",72%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,WI,"$2,983,876","$5,233,026",57%
Chicago Bulls,Shooting Guard,Jimmy Butler,USA,WY,"$4,986,232","$6,354,399",78%
Chicago Bulls,Point Guard,Derrick Rose,USA,AL,"$1,227,474","$1,645,973",75%
Chicago Bulls,Point Guard,Derrick Rose,USA,AK,"$783,529","$2,312,462",34%
Chicago Bulls,Point Guard,Derrick Rose,USA,AZ,"$2,178,936","$4,471,716",49%
Chicago Bulls,Point Guard,Derrick Rose,USA,AR,"$773,458","$2,767,899",28%
Chicago Bulls,Point Guard,Derrick Rose,USA,CA,"$337,064","$2,666,307",13%
Chicago Bulls,Point Guard,Derrick Rose,USA,CO,"$1,556,196","$2,494,000",62%
Chicago Bulls,Point Guard,Derrick Rose,USA,CT,"$1,999,047","$4,350,112",46%
Chicago Bulls,Point Guard,Derrick Rose,USA,DE,"$828,747","$3,201,654",26%
Chicago Bulls,Point Guard,Derrick Rose,USA,FL,"$1,782,462","$3,956,917",45%
Chicago Bulls,Point Guard,Derrick Rose,USA,GA,"$1,093,361","$2,470,916",44%
Chicago Bulls,Point Guard,Derrick Rose,USA,HI,"$2,352,009","$4,199,348",56%
Chicago Bulls,Point Guard,Derrick Rose,USA,ID,"$836,529","$1,826,193",46%
Chicago Bulls,Point Guard,Derrick Rose,USA,IL,"$1,977,742","$2,053,928",96%
Chicago Bulls,Point Guard,Derrick Rose,USA,IN,"$2,092,567","$2,667,924",78%
Chicago Bulls,Point Guard,Derrick Rose,USA,IA,"$605,019","$626,195",97%
Chicago Bulls,Point Guard,Derrick Rose,USA,KS,"$1,014,246","$3,505,287",29%
Chicago Bulls,Point Guard,Derrick Rose,USA,KY,"$1,935,861","$4,402,521",44%
Chicago Bulls,Point Guard,Derrick Rose,USA,LA,"$846,672","$3,042,326",28%
Chicago Bulls,Point Guard,Derrick Rose,USA,ME,"$302,779","$1,785,532",17%
Chicago Bulls,Point Guard,Derrick Rose,USA,MD,"$592,860","$1,065,389",56%
Chicago Bulls,Point Guard,Derrick Rose,USA,MA,"$1,451,872","$3,573,621",41%
Chicago Bulls,Point Guard,Derrick Rose,USA,MI,"$508,762","$1,138,375",45%
Chicago Bulls,Point Guard,Derrick Rose,USA,MN,"$1,517,777","$2,374,875",64%
Chicago Bulls,Point Guard,Derrick Rose,USA,MS,"$578,719","$1,935,003",30%
Chicago Bulls,Point Guard,Derrick Rose,USA,MO,"$1,390,401","$2,434,384",57%
Chicago Bulls,Point Guard,Derrick Rose,USA,MT,"$584,179","$2,738,244",21%
Chicago Bulls,Point Guard,Derrick Rose,USA,NE,"$672,114","$1,109,811",61%
Chicago Bulls,Point Guard,Derrick Rose,USA,NV,"$1,245,985","$3,518,828",35%
Chicago Bulls,Point Guard,Derrick Rose,USA,NH,"$1,166,542","$3,573,907",33%
Chicago Bulls,Point Guard,Derrick Rose,USA,NJ,"$1,680,486","$3,757,098",45%
Chicago Bulls,Point Guard,Derrick Rose,USA,NM,"$1,654,881","$2,021,046",82%
Chicago Bulls,Point Guard,Derrick Rose,USA,NY,"$1,046,983","$3,406,881",31%
Chicago Bulls,Point Guard,Derrick Rose,USA,NC,"$919,202","$1,126,233",82%
Chicago Bulls,Point Guard,Derrick Rose,USA,ND,"$495,214","$1,908,207",26%
Chicago Bulls,Point Guard,Derrick Rose,USA,OH,"$1,536,131","$1,725,751",89%
Chicago Bulls,Point Guard,Derrick Rose,USA,OK,"$1,096,844","$2,247,765",49%
Chicago Bulls,Point Guard,Derrick Rose,USA,OR,"$1,430,248","$1,945,876",74%
Chicago Bulls,Point Guard,Derrick Rose,USA,PA,"$719,389","$1,521,569",47%
Chicago Bulls,Point Guard,Derrick Rose,USA,RI,"$1,241,699","$3,104,766",40%
Chicago Bulls,Point Guard,Derrick Rose,USA,SC,"$1,507,483","$3,711,522",41%
Chicago Bulls,Point Guard,Derrick Rose,USA,SD,"$325,010","$1,856,102",18%
Chicago Bulls,Point Guard,Derrick Rose,USA,TN,"$2,285,064","$3,976,266",57%
Chicago Bulls,Point Guard,Derrick Rose,USA,TX,"$413,390","$2,590,711",16%
Chicago Bulls,Point Guard,Derrick Rose,USA,UT,"$1,522,165","$2,282,575",67%
Chicago Bulls,Point Guard,Derrick Rose,USA,VT,"$1,780,139","$2,398,866",74%
Chicago Bulls,Point Guard,Derrick Rose,USA,VA,"$1,211,367","$2,524,457",48%
Chicago Bulls,Point Guard,Derrick Rose,USA,WA,"$2,332,034","$2,939,858",79%
Chicago Bulls,Point Guard,Derrick Rose,USA,WV,"$290,187","$1,549,975",19%
Chicago Bulls,Point Guard,Derrick Rose,USA,WI,"$483,452","$2,202,872",22%
Chicago Bulls,Point Guard,Derrick Rose,USA,WY,"$1,539,755","$2,932,215",53%
Cleveland Caveliers,Small Forward,LeBron James,USA,AL,"$3,695,592","$4,297,225",86%
Cleveland Caveliers,Small Forward,LeBron James,USA,AK,"$6,083,596","$7,282,032",84%
Cleveland Caveliers,Small Forward,LeBron James,USA,AZ,"$5,930,151","$7,787,120",76%
Cleveland Caveliers,Small Forward,LeBron James,USA,AR,"$3,094,816","$4,002,010",77%
Cleveland Caveliers,Small Forward,LeBron James,USA,CA,"$9,394,945","$11,160,712",84%
Cleveland Caveliers,Small Forward,LeBron James,USA,CO,"$8,117,820","$8,802,201",92%
Cleveland Caveliers,Small Forward,LeBron James,USA,CT,"$9,281,983","$10,178,038",91%
Cleveland Caveliers,Small Forward,LeBron James,USA,DE,"$3,539,595","$4,454,975",79%
Cleveland Caveliers,Small Forward,LeBron James,USA,FL,"$7,534,112","$9,095,152",83%
Cleveland Caveliers,Small Forward,LeBron James,USA,GA,"$3,831,022","$6,010,906",64%
Cleveland Caveliers,Small Forward,LeBron James,USA,HI,"$9,235,728","$11,343,507",81%
Cleveland Caveliers,Small Forward,LeBron James,USA,ID,"$6,596,648","$7,257,235",91%
Cleveland Caveliers,Small Forward,LeBron James,USA,IL,"$8,415,004","$10,016,653",84%
Cleveland Caveliers,Small Forward,LeBron James,USA,IN,"$1,440,716","$3,463,517",42%
Cleveland Caveliers,Small Forward,LeBron James,USA,IA,"$6,938,785","$7,021,065",99%
Cleveland Caveliers,Small Forward,LeBron James,USA,KS,"$9,558,706","$10,494,971",91%
Cleveland Caveliers,Small Forward,LeBron James,USA,KY,"$6,997,597","$7,726,598",91%
Cleveland Caveliers,Small Forward,LeBron James,USA,LA,"$3,005,099","$3,695,892",81%
Cleveland Caveliers,Small Forward,LeBron James,USA,ME,"$7,567,364","$8,384,335",90%
Cleveland Caveliers,Small Forward,LeBron James,USA,MD,"$6,082,677","$8,005,020",76%
Cleveland Caveliers,Small Forward,LeBron James,USA,MA,"$3,257,017","$5,442,676",60%
Cleveland Caveliers,Small Forward,LeBron James,USA,MI,"$2,400,125","$3,125,593",77%
Cleveland Caveliers,Small Forward,LeBron James,USA,MN,"$1,167,627","$3,264,140",36%
Cleveland Caveliers,Small Forward,LeBron James,USA,MS,"$1,472,043","$2,937,108",50%
Cleveland Caveliers,Small Forward,LeBron James,USA,MO,"$7,800,891","$8,980,215",87%
Cleveland Caveliers,Small Forward,LeBron James,USA,MT,"$3,503,048","$4,602,056",76%
Cleveland Caveliers,Small Forward,LeBron James,USA,NE,"$2,492,489","$4,601,648",54%
Cleveland Caveliers,Small Forward,LeBron James,USA,NV,"$9,600,125","$10,515,425",91%
Cleveland Caveliers,Small Forward,LeBron James,USA,NH,"$3,936,655","$6,302,862",62%
Cleveland Caveliers,Small Forward,LeBron James,USA,NJ,"$1,410,132","$2,674,964",53%
Cleveland Caveliers,Small Forward,LeBron James,USA,NM,"$4,739,100","$5,151,784",92%
Cleveland Caveliers,Small Forward,LeBron James,USA,NY,"$9,301,206","$10,563,515",88%
Cleveland Caveliers,Small Forward,LeBron James,USA,NC,"$2,633,454","$4,189,949",63%
Cleveland Caveliers,Small Forward,LeBron James,USA,ND,"$2,732,607","$4,204,255",65%
Cleveland Caveliers,Small Forward,LeBron James,USA,OH,"$4,709,259","$6,895,549",68%
Cleveland Caveliers,Small Forward,LeBron James,USA,OK,"$8,964,858","$10,178,969",88%
Cleveland Caveliers,Small Forward,LeBron James,USA,OR,"$8,785,457","$9,703,914",91%
Cleveland Caveliers,Small Forward,LeBron James,USA,PA,"$7,749,287","$10,038,794",77%
Cleveland Caveliers,Small Forward,LeBron James,USA,RI,"$3,441,731","$4,090,602",84%
Cleveland Caveliers,Small Forward,LeBron James,USA,SC,"$2,242,459","$3,695,613",61%
Cleveland Caveliers,Small Forward,LeBron James,USA,SD,"$8,016,136","$10,020,551",80%
Cleveland Caveliers,Small Forward,LeBron James,USA,TN,"$8,546,364","$10,324,976",83%
Cleveland Caveliers,Small Forward,LeBron James,USA,TX,"$3,755,157","$6,075,256",62%
Cleveland Caveliers,Small Forward,LeBron James,USA,UT,"$8,187,448","$9,992,212",82%
Cleveland Caveliers,Small Forward,LeBron James,USA,VT,"$1,507,412","$1,653,121",91%
Cleveland Caveliers,Small Forward,LeBron James,USA,VA,"$2,154,738","$2,863,728",75%
Cleveland Caveliers,Small Forward,LeBron James,USA,WA,"$3,183,252","$4,683,837",68%
Cleveland Caveliers,Small Forward,LeBron James,USA,WV,"$5,223,447","$6,632,056",79%
Cleveland Caveliers,Small Forward,LeBron James,USA,WI,"$1,910,729","$3,160,026",60%
Cleveland Caveliers,Small Forward,LeBron James,USA,WY,"$8,497,115","$8,509,476",100%
Cleveland Caveliers,Power Forward,Kevin Love,USA,AL,"$1,924,775","$1,993,421",97%
Cleveland Caveliers,Power Forward,Kevin Love,USA,AK,"$492,253","$2,650,537",19%
Cleveland Caveliers,Power Forward,Kevin Love,USA,AZ,"$1,276,948","$3,222,465",40%
Cleveland Caveliers,Power Forward,Kevin Love,USA,AR,"$2,446,798","$3,845,933",64%
Cleveland Caveliers,Power Forward,Kevin Love,USA,CA,"$1,626,668","$2,145,272",76%
Cleveland Caveliers,Power Forward,Kevin Love,USA,CO,"$1,312,804","$3,078,608",43%
Cleveland Caveliers,Power Forward,Kevin Love,USA,CT,"$2,270,341","$2,418,437",94%
Cleveland Caveliers,Power Forward,Kevin Love,USA,DE,"$285,005","$1,617,196",18%
Cleveland Caveliers,Power Forward,Kevin Love,USA,FL,"$1,421,427","$2,479,054",57%
Cleveland Caveliers,Power Forward,Kevin Love,USA,GA,"$1,966,817","$2,684,980",73%
Cleveland Caveliers,Power Forward,Kevin Love,USA,HI,"$2,455,762","$4,292,924",57%
Cleveland Caveliers,Power Forward,Kevin Love,USA,ID,"$312,183","$416,980",75%
Cleveland Caveliers,Power Forward,Kevin Love,USA,IL,"$655,751","$907,054",72%
Cleveland Caveliers,Power Forward,Kevin Love,USA,IN,"$736,840","$2,940,795",25%
Cleveland Caveliers,Power Forward,Kevin Love,USA,IA,"$473,084","$497,215",95%
Cleveland Caveliers,Power Forward,Kevin Love,USA,KS,"$1,817,748","$4,136,267",44%
Cleveland Caveliers,Power Forward,Kevin Love,USA,KY,"$1,587,526","$1,761,352",90%
Cleveland Caveliers,Power Forward,Kevin Love,USA,LA,"$1,302,220","$1,357,480",96%
Cleveland Caveliers,Power Forward,Kevin Love,USA,ME,"$1,659,584","$2,428,102",68%
Cleveland Caveliers,Power Forward,Kevin Love,USA,MD,"$461,174","$1,377,735",33%
Cleveland Caveliers,Power Forward,Kevin Love,USA,MA,"$1,455,881","$1,573,324",93%
Cleveland Caveliers,Power Forward,Kevin Love,USA,MI,"$373,021","$1,496,721",25%
Cleveland Caveliers,Power Forward,Kevin Love,USA,MN,"$889,835","$2,293,209",39%
Cleveland Caveliers,Power Forward,Kevin Love,USA,MS,"$1,216,489","$3,250,179",37%
Cleveland Caveliers,Power Forward,Kevin Love,USA,MO,"$2,323,351","$4,028,255",58%
Cleveland Caveliers,Power Forward,Kevin Love,USA,MT,"$1,296,789","$1,562,627",83%
Cleveland Caveliers,Power Forward,Kevin Love,USA,NE,"$387,157","$2,144,399",18%
Cleveland Caveliers,Power Forward,Kevin Love,USA,NV,"$383,776","$1,567,213",24%
Cleveland Caveliers,Power Forward,Kevin Love,USA,NH,"$428,961","$1,093,694",39%
Cleveland Caveliers,Power Forward,Kevin Love,USA,NJ,"$1,401,337","$1,506,578",93%
Cleveland Caveliers,Power Forward,Kevin Love,USA,NM,"$1,672,033","$3,527,306",47%
Cleveland Caveliers,Power Forward,Kevin Love,USA,NY,"$1,325,640","$1,369,832",97%
Cleveland Caveliers,Power Forward,Kevin Love,USA,NC,"$1,827,285","$2,174,218",84%
Cleveland Caveliers,Power Forward,Kevin Love,USA,ND,"$1,542,884","$2,426,263",64%
Cleveland Caveliers,Power Forward,Kevin Love,USA,OH,"$2,252,826","$3,456,662",65%
Cleveland Caveliers,Power Forward,Kevin Love,USA,OK,"$1,465,923","$3,621,299",40%
Cleveland Caveliers,Power Forward,Kevin Love,USA,OR,"$706,353","$2,371,389",30%
Cleveland Caveliers,Power Forward,Kevin Love,USA,PA,"$1,505,109","$2,308,172",65%
Cleveland Caveliers,Power Forward,Kevin Love,USA,RI,"$1,022,980","$1,296,264",79%
Cleveland Caveliers,Power Forward,Kevin Love,USA,SC,"$419,683","$1,291,667",32%
Cleveland Caveliers,Power Forward,Kevin Love,USA,SD,"$1,322,374","$2,112,083",63%
Cleveland Caveliers,Power Forward,Kevin Love,USA,TN,"$1,472,304","$1,638,918",90%
Cleveland Caveliers,Power Forward,Kevin Love,USA,TX,"$1,347,567","$2,632,031",51%
Cleveland Caveliers,Power Forward,Kevin Love,USA,UT,"$2,092,003","$2,689,954",78%
Cleveland Caveliers,Power Forward,Kevin Love,USA,VT,"$783,583","$1,748,609",45%
Cleveland Caveliers,Power Forward,Kevin Love,USA,VA,"$2,131,252","$2,837,532",75%
Cleveland Caveliers,Power Forward,Kevin Love,USA,WA,"$1,081,305","$1,446,148",75%
Cleveland Caveliers,Power Forward,Kevin Love,USA,WV,"$1,704,489","$4,144,589",41%
Cleveland Caveliers,Power Forward,Kevin Love,USA,WI,"$455,653","$1,271,643",36%
Cleveland Caveliers,Power Forward,Kevin Love,USA,WY,"$577,563","$2,281,678",25%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,AL,"$1,581,423","$3,184,789",50%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,AK,"$1,221,687","$2,472,277",49%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,AZ,"$4,470,941","$6,219,773",72%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,AR,"$4,080,048","$5,866,843",70%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,CA,"$4,866,657","$4,928,901",99%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,CO,"$4,224,767","$5,728,993",74%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,CT,"$1,943,073","$3,056,417",64%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,DE,"$2,637,415","$2,676,137",99%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,FL,"$3,971,229","$4,389,613",90%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,GA,"$772,659","$2,137,765",36%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,HI,"$924,575","$1,008,841",92%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,ID,"$4,374,337","$4,879,647",90%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,IL,"$4,421,788","$6,198,124",71%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,IN,"$4,696,478","$6,500,551",72%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,IA,"$4,270,873","$4,731,795",90%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,KS,"$2,983,624","$5,399,827",55%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,KY,"$1,461,592","$2,901,636",50%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,LA,"$1,427,275","$3,119,951",46%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,ME,"$4,205,351","$5,151,399",82%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,MD,"$3,380,281","$3,669,809",92%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,MA,"$4,385,671","$5,063,625",87%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,MI,"$3,699,226","$3,938,827",94%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,MN,"$1,560,314","$3,877,915",40%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,MS,"$1,600,026","$1,782,518",90%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,MO,"$2,004,294","$2,885,784",69%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,MT,"$4,934,683","$7,199,067",69%
Cleveland Caveliers,Point Guard,Kyrie Irving,USA,NE,"$3,208,442","$4,492,938",71%
